"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Benin,BEN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,34,34,34,34,34,34,32,29,18,12,12
"Burkina Faso",BFA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,34,18,16,14,14,13,13,13,13,13
Bangladesh,BGD,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,19.5,19.5
Bulgaria,BGR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,49,18,18,18,18,18,18,18
Bahrain,BHR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9
"Bahamas, The",BHS,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,30.5,30.5,23.5,23.5,23.5,23.5,23.5,28.5
"Bosnia and Herzegovina",BIH,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,63,93,93,93,99,99,94,70,67,67,67,67
Belarus,BLR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,79,69,48,31,10,10,10,10,9,9,3
Belize,BLZ,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,44,43,43,43,43,43,43,43,43,43
Bermuda,BMU,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,50,50,50,50,50,50,50,50,50,50,50
Brazil,BRA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6,83.6,83
Barbados,BRB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,18
"Brunei Darussalam",BRN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,121,121,121,108,104,104,104,104,14
Bhutan,BTN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,62,62,48,46,46,46,35,35,30,15,15
Botswana,BWA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,125,125,105,105,74,59,59,40,40,41,48,48
"Central African Republic",CAF,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,22,22,22,23,24,24,22,22,22,22,22
Canada,CAN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,1.5
"Central Europe and the Baltics",CEB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.81818181818182,42.09090909090909,32.72727272727273,29.545454545454547,23.90909090909091,20.09090909090909,15.818181818181818,14.818181818181818,15.045454545454545,14.181818181818182,12.909090909090908,11.772727272727273,10.727272727272727
Switzerland,CHE,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,18,18,18,18,18,18,18,18,18,10,10
"Channel Islands",CHI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,40,40,40,40,34.5,7.5,5.5,5.5,5.5,5.5
China,CHN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,31.4,31.4
"Cote d'Ivoire",CIV,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,58,45,45,42,40,40,40,32,32,8,7,7
Cameroon,CMR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,38,38,35,19,15,15,15,15,15
"Congo, Rep.",COG,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,38,161,161,161,161,161,101,53,53
Colombia,COL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,40,40,41,40,34,18,10,10,11,11,11,11
Comoros,COM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,22,22,22,22,20,15,15,15
"Cabo Verde",CPV,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,52,52,52,24,11,11,11,10,10,10
"Costa Rica",CRI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,77,77,77,60,59.5,59.5,59.5,59.5,24,24,24
"Caribbean small states",CSS,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,36.5,90,84.54545454545455,79.45833333333333,79.54166666666667,78.04166666666667,76.54166666666667,71.34615384615384,71.26923076923077,33.5,23.115384615384617,22.576923076923077
Cuba,CUB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cayman Islands",CYM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8
"Czech Republic",CZE,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,24,17,20,17,17,15.5,15.5,15.5,15.5,15
Germany,DEU,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,22,22,18,17.5,17.5,14.5,14.5,14.5,14.5,14.5,10.5
Djibouti,DJI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,37,37,37,37,37,17,14,14
Dominica,DMA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,13,13,13,12,12,12,12,12
Denmark,DNK,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,6,5.5,5.5,5.5,5.5,5.5,3
"Dominican Republic",DOM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,76,76,25,15,16,15,14.5,14.5,14.5,14.5,14.5
Algeria,DZA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24,24,24,24,24,24,24,24,24,24,22,20
"East Asia & Pacific (developing only)",EAP,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.529411764705884,49.77777777777778,49.27777777777778,48.05555555555556,45.833333333333336,45.333333333333336,43.77777777777778,40.77777777777778,36.94444444444444,38.1578947368421,39.923809523809524,34.49523809523809,29.509523809523813
"East Asia & Pacific (all income levels)",EAS,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.95652173913044,41.458333333333336,41.708333333333336,44,41.64,40.5,38.26,35.3,31.76,32.73076923076923,33.62413793103448,29.675862068965515,22.92758620689655
"Europe & Central Asia (developing only)",ECA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.625,41.0625,41.411764705882355,34.05555555555556,29.166666666666668,25.055555555555557,20.36842105263158,18.68421052631579,16.842105263157894,15.789473684210526,13.81578947368421,12.81578947368421,10.236842105263158
"Europe & Central Asia (all income levels)",ECS,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.146341463414636,37.023809523809526,32.18604651162791,27.11111111111111,23.133333333333333,19.369565217391305,17.21276595744681,15.851063829787234,14.372340425531915,14.291666666666666,13.151020408163264,11.748979591836736,9.63265306122449
Ecuador,ECU,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,69,65,65,65,64,56,55.5,55.5,55.5,55.5,50.5
"Egypt, Arab Rep.",EGY,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,22,19,10,8,8,8,8,8,8,8,8
"Euro area",EMU,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6875,40.25,28.875,25.08823529411765,21.529411764705884,16.666666666666668,15.833333333333334,14.416666666666666,14,13.447368421052632,12.657894736842104,10.657894736842104,9.68421052631579
Eritrea,ERI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,76,83,84,84,84,84,84,84,84,84
Spain,ESP,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,137,70,60,60,61,61,52,29,30,24,14,14
Estonia,EST,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,35,35,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4.5,3.5
Ethiopia,ETH,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35,35,19,19,19,20,20,20,20,19,19,19
"European Union",EUU,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12,36.68,27.68,23.846153846153847,20.23076923076923,17.37037037037037,15.555555555555555,14.37037037037037,14.178571428571429,13.696428571428571,13.053571428571429,11.482142857142858,10.232142857142858
"Fragile and conflict affected situations",FCS,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6842105263158,60.28,65.35714285714286,65.13793103448276,64.13793103448276,57.689655172413794,55.266666666666666,49.03333333333333,38.55,36.59090909090909,32.621212121212125,28.742424242424242,26.545454545454547
Finland,FIN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,14,14,14,14,14,14,14,14,14,14,14
Fiji,FJI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,44,44,44,44,44,44,44,58,58,58,58
France,FRA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,7,7,7,7,6.5,6.5,6.5,6.5,6.5,6.5,4.5,4
"Faeroe Islands",FRO,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,16,16,16,16,16,16,16,16,16,16,16,16
Gabon,GAB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,57,57,57,57,57,57,50,50,50
"United Kingdom",GBR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,10.5,10.5,10.5,10.5,11.5,11.5,11.5,11.5,6,4.5
Georgia,GEO,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,21,16,11,3,3,3,2,2,2,2,2
Ghana,GHA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,17,17,13,11,11,11,11,11,14,14,14
Guinea,GIN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,40,40,40,40,40,40,40,40,35,16,8,8
"Gambia, The",GMB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,32,27,27,27,27,27,27,26,25
Guinea-Bissau,GNB,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,260,259,259,216,216,9,9,9,9,9
"Equatorial Guinea",GNQ,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,154,155,155,155,155,133,154,135,135,135
Greece,GRC,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,38,38,38,19,19,19,11,11,14,13,13
Grenada,GRD,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,19,19,19,14,14,14,15,15,15
Greenland,GRL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,39,27,34,34,37,37,37,40,19.5,18.5,18.5
Guam,GUM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,37,38,27,23,19,18,18,18,18
"High income",HIC,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.583333333333336,33.77906976744186,32.71875,30.73,27.30188679245283,24.574074074074073,23.925925925925927,22.75,19.883928571428573,20.280701754385966,18.955,17.608333333333334,15.08
"Hong Kong SAR, China",HKG,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,6,6,2.5,2.5,2.5,2.5,1.5
Honduras,HND,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,69,57,20,20,14,14,14,14,14,14,14
"Heavily indebted poor countries (HIPC)",HPC,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.724137931034484,55.470588235294116,58.729729729729726,55.94736842105263,50.26315789473684,49.76315789473684,47.31578947368421,42.921052631578945,32.43421052631579,30.68421052631579,25.105263157894736,21.82894736842105,21.289473684210527
Croatia,HRV,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,25,22.5,22.5,22.5,15.5,15,15,15,15,12
Haiti,HTI,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,202,202,202,202,224,224,134,134,134,97,97,97
Hungary,HUN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,38,38,16,5,4,4,4,5,5,5,5
Indonesia,IDN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,52.5,47.8
"Isle of Man",IMN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,34,29
"Not classified",INX,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,13,13,13,13,13,13,10,10,6,6
"Iran, Islamic Rep.",IRN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,30,30,30,11,13,13,18,18,15,15
Iraq,IRQ,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,31,32,32,32,32,32,29,29,29,29
Iceland,ISL,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,4.5,4.5,4.5,4,4
Israel,ISR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,20,13,13,13
Italy,ITA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,13,13,13,13,10,10,6,6,7,7,6,5.5
Jamaica,JAM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,8,8,8,8,8,8,7,7,6,15,3
Jordan,JOR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,26,16,16,13,13,12,12,12,12,12,12,12
Japan,JPN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,10.2,10.2
Kazakhstan,KAZ,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,25,21,21,21,20,19,19,19,12,10,5
Kenya,KEN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,47,54,54,44,31,31,31,33,32,32,30,26
"Kyrgyz Republic",KGZ,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,21,21,19,15,14,14,14,10,10,10
Cambodia,KHM,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,87,86,86,102,102,102,102,102,101,101,87
Kiribati,KIR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31,31,31,31,31,31,31,31,31,31,31,31
"St. Kitts and Nevis",KNA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,18.5,18.5,18.5
"Korea, Rep.",KOR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,17,17,17,14,14,7,4,4,4,4
Kosovo,KSV,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,58,58,52,30,11,11
Kuwait,KWT,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,35,35,35,35,35,35,32,32,32,31,31
"Latin America & Caribbean (developing only)",LAC,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,71.06666666666666,84.19047619047619,80.14285714285714,73.30952380952381,72.0952380952381,69.07142857142857,62.714285714285715,62.142857142857146,62.23809523809524,35.51739130434783,29.51739130434783,28.752173913043475
"Lao PDR",LAO,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,108,108,78,63,63,63,63,63,73,73,73,73
Lebanon,LBN,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,53,53,53,18,15,15,15,15,15,15,15
Liberia,LBR,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,32,20,20,5.5,5.5,4.5,4.5,4.5
Libya,LBY,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,35,35
"St. Lucia",LCA,"Time required to start a business (days)",IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,20,20,14,14,11,11,11,11,11
